subject,catalog_nbr,units_maximum,course_title_long,prereq,hub
CASAH,886,4.0,Seminar: American Painting,,
CASAH,887,4.0,Seminar: American Art,,
CASAH,891,4.0,Seminar: Photography,graduate standing or consent of instructor,
CASAH,892,4.0,Approaches to Architectural History,,
CASAH,893,4.0,Seminar: Twentieth-Century Architecture,graduate standing or consent of instructor,
CASAH,895,4.0,Seminar: Contemporary Commemorative Art in Latin America,,
CASAH,901,4.0,Directed Studies,,
CASAH,902,4.0,Directed Studies,,
CASAH,981,0.0,CERT FT STUDY,,
CASAH,982,0.0,CERT FT STUDY,,
CASAH,983,0.0,Continuing Study Part-Time,,
CASAH,984,0.0,CONT STUDY PT,,
CASAH,985,0.0,Continuing Study Full-Time,,
CASAH,986,0.0,CONT STUDY CFT,,
CASAI,101,1.0,Introduction to Asian Studies,required of all Asian Studies majors,
CASAI,401,4.0,Honors Research in Asian Studies,,
CASAI,402,4.0,Honors Research in Asian Studies,,
CASAL,901,4.0,Directed Study in Applied Linguistics,consent of instructor and director of the program,
CASAL,902,4.0,Directed Study in Applied Linguistics,consent of instructor and director of the program,
CASAL,981,0.0,CERT STUDY FT,,
CASAL,982,0.0,CERT STUDY FT,,
CASAL,983,0.0,Continuing Study Part-Time,,
CASAL,984,0.0,CONT STUDY PT,,
CASAL,985,0.0,Continuing Study Full-Time,,
CASAL,986,0.0,CONT STUDY CFT,,
CASAM,190,4.0,Topics: American Studies,,
CASAM,200,4.0,Introduction to American Studies,,"Critical Thinking, Research and Information Literacy"
CASAM,202,4.0,What's Boston?,,"Aesthetic Exploration, Historical Consciousness"
CASAM,220,4.0,Native American and Indigenous Studies,,
CASAM,246,4.0,American Arts and Society,,
CASAM,250,4.0,American Arts and Society,,
CASAM,252,4.0,DOCUMEN FILM AM,,
CASAM,261,4.0,AMERICAN CRAFTS,,
CASAM,290,4.0,Topics: American Study,,
CASAM,301,4.0,Perspectives on the American Experience,,
CASAM,302,4.0,PERSPEC AMER EX,,
CASAM,313,4.0,Internships in Public History,consent of instructor,
CASAM,330,4.0,AM MATERIAL CUL,,
CASAM,336,4.0,Bob Dylan: Music and Words,"First Year Writing Seminar (e.g., WR 100 or WR 120) - This course examines Bob Dylan's music and lyrics from 1962 to 1975 in the context of his life, artistic influences, and milieu","Writing-Intensive Course, Aesthetic Exploration"
CASAM,340,4.0,WMN BI&HLTH ISS,,
CASAM,348,4.0,INT COMM STYLE,,
CASAM,362,4.0,AMER FOLK NARR,,
CASAM,363,4.0,Surfing and American Culture,,
CASAM,365,4.0,American Vernacular Architecture,,
CASAM,367,4.0,Material Culture,,
CASAM,369,4.0,American Folk Art,,
CASAM,374,4.0,WOMENS HISTORY,,
CASAM,375,4.0,A History of Women in the United States,,
CASAM,376,4.0,Housing America,,
CASAM,385,4.0,American Buildings and Landscapes,,
CASAM,390,4.0,TOPICS-AM STUD,,
CASAM,401,4.0,Senior Independent Work,approval of College Honors Committee,
CASAM,402,4.0,Senior Independent Work,approval of College Honors Committee,
CASAM,457,4.0,Boston's Public Past,consent of instructor,
CASAM,475,4.0,New England Culture and Society,,
CASAM,490,4.0,Topics in American Study,,
CASAM,491,6.0,Directed Study,consent of director of undergraduate studies,
CASAM,492,6.0,Directed Study: American Study,consent of director of undergraduate studies,
CASAM,501,4.0,Research Seminar in American Studies,,"Writing-Intensive Course, Research and Information Literacy"
CASAM,502,4.0,Research Seminar in American Studies,First Year Writing Seminar,
CASAM,505,4.0,"The American South in History, Literature, and Film",,
CASAM,507,4.0,TECH MAT CULTUR,,
CASAM,524,4.0,New England Cultural Landscapes,,
CASAM,525,4.0,American Cultural Landscape Studies,junior standing or consent of instructor,
CASAM,530,4.0,American Social Criticism,,
CASAM,538,4.0,Arctic Studies,"First Year Writing Seminar (e.g., CASWR 100 or WR 120)",
CASAM,545,4.0,BOSTON SURVEY,,
CASAM,546,4.0,Places of Memory: Historic Preservation Theory and Practice,,
CASAM,553,4.0,Documenting Historic Buildings and Landscapes,consent of instructor,
CASAM,554,4.0,Preservation Planning,,
CASAM,555,4.0,Boston Architectural and Community History Workshop,,
CASAM,567,4.0,Topics in American Material Culture,junior or senior standing or consent of instructor,
CASAM,730,4.0,Seminar in New England Architecture,graduate standing,
CASAM,735,4.0,Studies in American Culture,consent of instructor,
CASAM,736,4.0,The Literature of American Studies,consent of instructor,
CASAM,747,4.0,Historic Building Conservation,consent of instructor,
CASAM,755,4.0,Preservation Planning Colloquium,(GRSAM750) - A comprehensive preservation planning and advocacy course in which students in the Preservation Studies Program prepare a planning document under contract with a community,
CASAM,759,4.0,Financing Historic Preservation Development,,
CASAM,765,4.0,American Vernacular Architecture,,
CASAM,775,4.0,Independent Research Project Colloquium,Preservation Studies master's student standing,
CASAM,776,4.0,Housing America,,
CASAM,780,4.0,Problems in Historic Preservation,consent of instructor,
CASAM,867,4.0,Material Culture,graduate standing or consent of instructor,
CASAM,899,4.0,Professional Development Seminar,Completion of required coursework,
CASAM,901,4.0,Directed Study in American and New England Studies,,
CASAM,902,4.0,Directed Study in American and New England Studies,,
CASAM,903,4.0,Directed Study in Historic Preservation,,
CASAM,904,4.0,Directed Study in Historic Preservation,,
CASAM,945,4.0,Practicum,,
CASAM,981,0.0,Continuing Study Full-Time,,
CASAM,982,0.0,Continuing Study Full-Time,,
CASAM,983,0.0,Continuing Study Part-Time,,
CASAM,984,0.0,Continuing Study Part-Time,,
CASAM,985,0.0,Continuing Study Full-Time,,
CASAM,986,0.0,Continuing Study Full-Time,,
CASAN,100,4.0,TPCS: ANTHRO,,
CASAN,101,4.0,Introduction to Sociocultural Anthropology,,"Social Inquiry I, Global Citizenship and Intercultural Literacy, Research and Information Literacy"
CASAN,102,4.0,"Human Biology, Behavior, and Evolution",,"Historical Consciousness, Scientific Inquiry I, Critical Thinking"
CASAN,103,4.0,Anthropology Through Ethnography,,"Oral and/or Signed Communication, Social Inquiry I, The Individual in Community"
CASAN,200,4.0,TPCS: ANTHRO,,
CASAN,201,4.0,Indigenous Peoples of the Americas,,"Historical Consciousness, Scientific Inquiry I"
CASAN,202,4.0,Archaeological Mysteries: Pseudoscience and Fallacy in the Human Past,,"Historical Consciousness, Social Inquiry II"
CASAN,206,4.0,Ancient Technology,,"Historical Consciousness, Teamwork/Collaboration"
CASAN,210,4.0,Introduction to Medical Anthropology,,"Social Inquiry II, Ethical Reasoning, Research and Information Literacy"
CASAN,211,4.0,Humans Among Animals,,"Philosophical Inquiry and Life's Meanings, Ethical Reasoning, and Critical Thinking"
CASAN,220,4.0,Urban Anthropology,,"Social Inquiry I, The Individual in Community, Research and Information Literacy"
CASAN,230,4.0,Ethnic Groups in American Life,,
CASAN,233,4.0,The Evolutionary Biology of Human Variation,,"Scientific Inquiry I, Ethical Reasoning, Critical Thinking"
CASAN,234,4.0,Evolutionary Psychology,,"Scientific Inquiry I, Social Inquiry I"
CASAN,235,4.0,Introduction to the Primate Senses,,"Oral and/or Signed Communication, Scientific Inquiry I, Creativity/Innovation"
CASAN,240,4.0,Legal Anthropology,,"Social Inquiry I, Ethical Reasoning"
CASAN,243,4.0,Shamans and Shamanism,,"Historical Consciousness, Social Inquiry I"
CASAN,250,4.0,"The Aztecs, Maya, and Their Predecessors: Archaeology of Mesoamerica",,"The Individual in Community, Global Citizenship and Intercultural Literacy"
CASAN,252,4.0,Ethnicity and Identity,,"The Individual in Community, Global Citizenship and Intercultural Literacy"
CASAN,255,4.0,Community Management of Rural Environments,,
CASAN,260,4.0,Sex and Gender in Anthropological Perspective,,
CASAN,262,4.0,The Evolution of Culture and Society,,"Global Citizenship and Intercultural Literacy, Social Inquiry I (SO1), Critical Thinking"
CASAN,263,4.0,The Behavioral Biology of Women,,
CASAN,270,4.0,GENDER ROLES,,
CASAN,272,4.0,Introduction to Evolutionary Medicine,,
CASAN,280,4.0,Eating and Drinking in the Ancient World,"First Year Writing Seminar (e.g., CASWR 100 or WR 120) or consent of instructor - Survey of the archaeological evidence of the diets of human societies, from earliest humans to the present",
CASAN,283,4.0,North American Archaeology,,
CASAN,285,4.0,Coping with Crisis in Contemporary Africa (area),,"Historical Consciousness, Social Inquiry I"
CASAN,287,4.0,Slavery and the In-Between,,
CASAN,290,4.0,Children and Culture,,"Social Inquiry I, Global Citizenship and Intercultural Literacy"
CASAN,291,4.0,Peoples of the Arctic,,
CASAN,301,4.0,African Diaspora Archaeology,,
CASAN,302,4.0,Transforming Life: Anthropology of Gender and Medical Technologies,"First Year Writing Seminar (e.g., WR 100 or WR 120)","Global Citizenship and Intercultural Literacy, The Individual in Community, Writing-Intensive Course"
CASAN,305,4.0,Paleolithic Archaeology,,"Historical Consciousness, Scientific Inquiry I, Critical Thinking"
CASAN,307,4.0,Turkey and Middle East in Comparative Perspective (area),,
CASAN,308,4.0,"Food in Place(s): Identity, Location, and the Cultures of Taste","First Year Writing Seminar (e.g., WR 100 or WR 120) - Explores historical and cultural ecologies of foodways","Aesthetic Exploration, Global Citizenship and Intercultural Literacy, Writing-Intensive Course"
CASAN,309,4.0,Boston: An Ethnographic Approach (area),"First Year Writing Seminar (e.g., WR 100 or WR 120) - Using the tools of ethnographic practice, explores Boston's multiple identities",
CASAN,310,4.0,Studies in North American Ethnography (area),,"Historical Consciousness, Social Inquiry I, Critical Thinking"
CASAN,311,4.0,Culture and Biotech: Beyond the Nature/Culture Divide,"First Year Writing Seminar (e.g., WR 100 or WR 120)","Writing-Intensive Course, Ethical Reasoning, Philosophical Inquiry and Life's Meanings"
CASAN,312,4.0,Peoples and Cultures of Africa (area),,
CASAN,313,4.0,W AFR&MED BASIN,,
CASAN,314,4.0,Cultures of Latin America (area),,
CASAN,315,4.0,Being an Indian in Latin America (area),,
CASAN,316,4.0,Contemporary European Ethnography,"CASAN 101 and First Year Writing Seminar (e.g., CASWR 100 or WR 120) - What and where is Europe? Who is European? As authoritarianism rises, this class asks what is happening to belonging across Europe? Are old forms of racism and xenophobia returning? Or are new modes of exclusion appearing? Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Global Citizenship and Intercultural Literacy, Writing-Intensive Course","Social Inquiry II, Global Citizenship and Intercultural Literacy, Writing-Intensive Course"
CASAN,317,4.0,Power and Society in the Middle East (area),,
CASAN,318,4.0,Southeast Asia: Tradition and Modernity (area),,"Global Citizenship and Intercultural Literacy, Social Inquiry I"
CASAN,319,4.0,Anthropology of Muslim Cultures and Politics (area),,"Historical Consciousness, Global Citizenship and Intercultural Literacy"
CASAN,320,4.0,Women in the Muslim World,,
CASAN,321,4.0,Cognition and Culture,,"Historical Consciousness, Social Inquiry I, Critical Thinking"
CASAN,323,4.0,East Africa: Order and Change (area),,"Historical Consciousness, Social Inquiry I"
CASAN,324,4.0,AESTHET-AFRICAN,,
CASAN,325,4.0,Comparative Family Systems in Asia (area),,
CASAN,326,4.0,Oral Traditions as Verbal Art,(CASAN101) - Exploration of religious and secular poetry worldwide with emphasis on the ethnography of communication,
CASAN,327,4.0,Islam in Africa,,
CASAN,330,4.0,From Conception to Death: The Evolution of Human Life History,(CASAN102 OR CASBI107) - Life History is the story of the human lifespan,"Scientific Inquiry II, Research and Information Literacy"
CASAN,331,4.0,Human Origins,(CASAN102 OR CASAR101 OR CASBI107) or equivalent,
CASAN,332,4.0,Primate Behavioral Adaptations,(CASAN102 OR (CASBI107 & (CASBI119 OR CASBI302))) - Introduction to behavioral biology of the primates,
CASAN,333,4.0,Human Population Genetics,(CAS AN102 OR AN233 OR CAS BI108 AND either BI206 OR BI216),"Quantitative Reasoning II, Scientific Inquiry II, Research and Information Literacy"
CASAN,334,4.0,Evolutionary Psychology,"(CASAN102 OR CASBI107) and one of casbi119, or casbi303",
CASAN,335,4.0,The Ape Within: Great Apes and the Evolution of Human Behavior,(CASAN102 OR CASBI107 OR CASBI119) or consent of instructor,"Scientific Inquiry II, Quantitative Reasoning I, Research and Information Literacy"
CASAN,336,4.0,Primate Evolutionary Ecology,(CASAN102) - Introduction to the various theoretical approaches to understanding the diversity and evolutionary ecology of wild non-human primates,"Quantitative Reasoning I, Scientific Inquiry I, Creativity/Innovation"
CASAN,337,4.0,Creation and Evolution,,"Historical Consciousness, Scientific Inquiry I, Critical Thinking"
CASAN,338,4.0,Lucy: The Oldest Woman,(CASAN 102 OR CASBI 107) or consent of instructor,
CASAN,339,4.0,Primate Biomechanics,(CASAN102 OR CASBI107) or consent of instructor,"Writing-Intensive Course, Critical Thinking"
CASAN,340,4.0,Folksongs as Social History,sophmore standing or consent of instructor,
CASAN,344,4.0,Culture and Social Change in Japan (area),"First Year Writing Seminar (e.g., WR 100 or WR 120) - Contemporary Japanese society examined through social institutions such as family, school and workplace","Writing-Intensive Course, Global Citizenship and Intercultural Literacy, Historical Consciousness"
CASAN,345,4.0,Moving Experiences: The Anthropology of Travel and Tourism,,
CASAN,347,4.0,Afghanistan (area),,
CASAN,348,4.0,Investigating Contemporary Globalization,,"Social Inquiry I, The Individual in Community, Critical Thinking"
CASAN,349,4.0,"Challenging Xenophobia: Perception, Prejudice, Performance",,
CASAN,350,4.0,Asians in America (area),,
CASAN,351,4.0,"Language, Culture, and Society",,"Social Inquiry I, The Individual in Community, Research and Information Literacy"
CASAN,353,4.0,Urbanism in Ancient Mesoamerica,,
CASAN,355,4.0,Religious Fundamentalism in Anthropological Perspective,,
CASAN,357,4.0,Bioarchaeology and the Body,,
CASAN,360,4.0,The Nomadic Alternative,,
CASAN,361,4.0,Social Anthropology,CAS AN 101 or equivalent,
CASAN,362,4.0,Culture and Environment,,"Ethical Reasoning, Social Inquiry II"
CASAN,363,4.0,Food and Water: Critical Perspectives on Global Crises,,"Global Citizenship and Intercultural Literacy, Social Inquiry II, Teamwork/Collaboration"
CASAN,365,4.0,ETHN AS CUL SYS,,
CASAN,369,4.0,Indigenous Archaeology,,
CASAN,371,4.0,Political Anthropology of the Modern World,,
